Compte ,Client ,Secteurs Statistique,Catégorie,Secteurs clients,Consolidation Client,Gouvernorat
380271,ETS BEN ABDALLAH ET FILS AVENUE 2 MARS 1934 MAHDIA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ETS BEN ABDALLAH ET FILS,MAHDIA
380281,SOCIETE AMEN SERVICE GAZ ROUTE DE L'AEROPORT KM 1.5 SFAX,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE AMEN SERVICE GAZ,SFAX
380282,SOCIETE AMEN SERVICE GAZ ROUTE DE L'AEROPORT KM 1.5 SFAX,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE AMEN SERVICE GAZ,SFAX
380301,BRAHIM BEL MABROUK KEBILI,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,BRAHIM BEL MABROUK,KEBILI
380461,HOTEL PLATSA JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL PLATSA JERBA,MEDENINE
380481,HOTEL TAMAGHZA TAMAGHZA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL TAMAGHZA,TOZEUR
380511,HOTEL YADIS BP 84 DJERBA MIDOUN,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL YADIS DJERBA,MEDENINE
380521,HOTEL MERCURE EL MECHTEL AVENUE OULED HAFFOUZ EL OMRANE TUNIS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL MERCURE EL MECHTEL TUNIS,TUNIS
380661,SOCIETE GAMRA 10RUE FLAMARION TUNIS,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE GAMRA,TUNIS
380681,HAMOUDA LAHBIB SEJNENE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HAMOUDA LAHBIB,BIZERTE
380711,CLIENTS DIVERS VENTES AU COMPTANTS DEPOT GABES,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,CLIENTS DIVERS,GABES
380741,REVENDEURS DETAILLANTS ET CLIENTS PASSAGERS CEBALET BEN AMMAR,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,CLIENTS DIVERS,TUNIS
380781,RIU ROYAL GARDEN DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL RIU ROYAL GARDEN DJERBA,MEDENINE
380801,CLIENTS OCCASIONNEL GOUVERNERAT DE BIZERTE BIZERTE,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,CLIENTS OCCASIONNEL BIZERTE,BIZERTE
380821,CLIENTS OCCASIONNEL GABES GABES,REVENDEVEUR,REVENDEVEUR,REVENDEVEUR,CLIENTS OCCASIONNEL GABES,GABES
380931,SOTUFRA S.A ZONE INDUSTRIELLE GROMBALIA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOTUFRA S.A,NABEUL
380960,INSTITUT NATIONAL DE RECHERCHE ET D'ANALYSE PHYSICO CHIMIQUE POLE TECHNOLOGIQUE SIDI THABET,EDUCATION NATIONALE,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,INSTITUT NATIONAL DE RECHERCHE ET D'ANALYSE PHYSICO CHIMIQUE,ARIANA
380971,"SOCIETE TUNISIENNE DE TUBES ET PROFILE DE CUIVRE ROUTE DE JAMMEL KM 3,5 MOKNINE",INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE TUNISIENNE DE TUBES ET PROFILE DE CUIVRE,MONASTIR
381000,LYCEE EL KRIB LE KRIB,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE EL KRIB,LE KEF
381031,SELECTABAS AVENUE HBIB BOURGUIBA TEBOULBA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SELECTABAS,MONASTIR
381051,SOCIETE DE PROMOTION TOURISTIQUE MERIDIANA DJERBA MIDOUN BP 159,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL MERIDIANA DJERBA,MEDENINE
381081,IDEAL DESIGN GP1 KM 118 SIDI BOU ALI,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,IDEAL DESIGN,SOUSSE
381091,HOTEL MEHARI BEACH JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL MEHARI BEACH JERBA,MEDENINE
381180,RESTAURANT UNIVERSITAIRE KHIAREDDINE TOUNSI KM2 ROUTE HOUMT SOUK MIDOUN DJERBA,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,RESTAURANT UNIVERSITAIRE KHIAREDDINE TOUNSI,MEDENINE
381191,STE.JET ELDO TUNISIE ELDORADOR ALADAIN JERBA B.P247 ZONE TOURISTIQUE AGHIR-MIDOUN JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL ELDORADOR ALADIN JERBA,MEDENINE
381271,ISOTHANCHE S.A BELVEDERE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,ISOTHANCHE S.A,TUNIS
381291,SOCIETE ALMIA DESIGN Z. I MENZEL JEMIL,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE ALMIA DESIGN,BIZERTE
381321,HOTEL EL MOURADI SOCIETE TOURISTIQUE ET THERMALE HAMMAM BOURGUIBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EL MOURADI HAMMAM BOURGUIBA,JENDOUBA
381421,HOTEL SYFAX SFAX,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL SYFAX SFAX,SFAX
381431,SOTUFAM ROUTE DE BECHATEUR KM.1 BIZERTE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOTUFAM,BIZERTE
381481,HOTEL MEHARI DOUZ,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL MEHARI DOUZ,KEBILI
381541,HOTEL RYM BEACH JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL RYM BEACH JERBA,MEDENINE
381561,HOTEL HASDRUBAL THALASSA B.P 82 MIDOUN -DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL HASDRUBAL THALASSA,MEDENINE
381591,HOTEL EL HAFSI TOZEUR,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EL HAFSI TOZEUR,TOZEUR
381601,PROMOTEL RAS EL AIN ROUTE TOURISTIQUE B.P 141 TOZEUR,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL RAS EL AIN TOZEUR,TOZEUR
381621,HOTEL LE SAHARA B.P 47 DOUZ,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL LE SAHARA DOUZ,KEBILI
381661,HOTEL SUN PALM DOUZ,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL SUN PALM DOUZ,KEBILI
381691,HOME D'ENFANT CLUB STB SOUKRA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,HOME D'ENFANT CLUB STB SOUKRA,ARIANA
381711,"SOPAL ROUTE DE GABES KM 1,5 SFAX",INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOPAL,SFAX
381731,RESTAURANT HAROUN PORT HOUMET - SOUK DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,RESTAURANT HAROUN PORT HOUMET - SOUK DJERBA,MEDENINE
381740,SOCIETE COMMERCIALE EL HILAL RUE ABOU KACEM CHEBBI AIN DRAHAM,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE COMMERCIALE EL HILAL ,JENDOUBA
381751,CENTRE D'ANIMATION TOURISTIQUE CHETT EL GHABA 2,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,CENTRE D'ANIMATION TOURISTIQUE CHETT EL GHABA 2,TUNIS
381801,HOTEL TELEMAQUE JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL TELEMAQUE JERBA,MEDENINE
381850,MINISTERE DE L'INTERIEUR DIRECTION DES MOYENS GENERAUX SURETE NATIONAL AV.20 MARS BARDO,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,DIRECTION DES MOYENS GENERAUX SURETE NATIONAL,TUNIS
381901,HAMADI BEN BRAHIM RIAHI AV HABIB BOURGUIBA GOUBELLAT,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,HAMADI RIAHI,BEJA
381940,MIN AGRICULTURE REGIE DU MATERIEL DE TERASSEMENT AGRICOLE 17 RUE LAROUSSI HADDAD,ADMINISTRATION GAZ,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,REGIE DU MATERIEL DE TERASSEMENT AGRICOLE,BEN AROUS
382001,HOTEL OAZIS DAR KEBILI ZONE TOURISTIQUE KEBILI,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL OAZIS DAR KEBILI,KEBILI
382081,POLYCLINIQUE DE BIZERTE BIZERTE,ADMINISTRATION GAZ,DIVERS GAZ,MIN.SANTE PUB.,MIN.SANTE PUB.,BIZERTE
382141,SOCIETE RIAHI ET FILS AVENUE HABIB BOURGUIBA TEBOULBA MONASTIR,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE RIAHI ET FILS,MONASTIR
382142,SOCIETE RIAHI ET FILS AVENUE HABIB BOURGUIBA TEBOULBA MONASTIR,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE RIAHI ET FILS,MONASTIR
382143,SOCIETE RIAHI ET FILS AVENUE HABIB BOURGUIBA TEBOULBA MONASTIR,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE RIAHI ET FILS,MONASTIR
382151,ECOLE NATIONALE DE FORMATION DES AGENTS PORTANT LA TENUE REGLEMENTAIRE SIDI SAAD,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,ECOLE NATIONALE DE FORMATION DES AGENTS PORTANT LA TENUE REGLEMENTAIRE,KAIROUAN
382161,SOCIETE ELECTRO KNAZ STATION SERVICE AGIL HAMMAM SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,SOCIETE ELECTRO KNAZ,SOUSSE
382171,ETABLISSEMENT JOMAA ET FILS 91 AVENUE DE LA REPUBLIQUE M'SAKEN SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ETABLISSEMENT JOMAA ET FILS,SOUSSE
382172,ETABLISSEMENT JOMAA ET FILS 91 AVENUE DE LA REPUBLIQUE M'SAKEN SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ETABLISSEMENT JOMAA ET FILS,SOUSSE
382173,ETABLISSEMENT JOMAA ET FILS 91 AVENUE DE LA REPUBLIQUE M'SAKEN SOUSSE,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ETABLISSEMENT JOMAA ET FILS,SOUSSE
382190,SOCIETE SIPET HOTEL YADIS IMPERIAL ZONE HOTELIERE AGHIR MIDOUN DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,SOCIETE SIPET HOTEL YADIS IMPERIAL,MEDENINE
382211,SOCIETE MAGIC LIFE TUNISIE _ HOTEL PENELOPE MIDOUN DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL PENELOPE DJERBA,MEDENINE
382271,SOCIETE TUNISIENNE DE SIDERURGIE EL FOULEDH MENZEL BOURGUIBA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SOCIETE TUNISIENNE DE SIDERURGIE,BIZERTE
382281,HOTEL CEDRIANE JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL CEDRIANE JERBA,MEDENINE
382291,SOCIETE GOING SRL HOTEL ILIADE JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL ILIADE JERBA,MEDENINE
382301,HOTEL DJERBA HAROUN B.P 96 SIDI MEHREZ DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL DJERBA HAROUN DJERBA,MEDENINE
382311,SOCIETE VISION TOURISME HOTEL KSAR DJERBA JERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL KSAR DJERBA,MEDENINE
382321,SANES STE D'ETUDE ET D'EXPLOITATION TOURISTIQUE HOTEL NEREIDES ZONE TOURISTIQUE MIDOUN -DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL NEREIDES DJERBA,MEDENINE
382341,SOCIETE MEDITERRANEO HOTEL EDEN VILLAGE DJERBA MARE HOTEL EDEN VILLAGE JERBA MARE_MIDOUN B.P249,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL EDEN VILLAGE DJERBA,MEDENINE
382351,GROUPE POULINA Z.I ROUTE DE KHNISS KM 2.5 MONASTIR B.P 207,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,GROUPE POULINA,MONASTIR
382351,GROUPE POULINA MBG GP1 KM 12 EZZAHRA,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,GROUPE POULINA,MONASTIR
382381,CLUB DIANA RIMEL ZONE TOURISTIQUE ENNADHOUR MIDOUN DJERBA,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTEL CLUB DIANA RIMEL,MEDENINE
382391,TUNISACIER S-A PARC D'CTIVITES ECONOM BAIE DE SABRA BIZERTE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,TUNISACIER S-A,BIZERTE
382401,SANDRAP (PROMOTEX) ZONE INDUSTRIELLE BEN AROUS,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,SANDRAP (PROMOTEX),BEN AROUS
382411,"MED FOOD S.A AV,7 NOVEMBRE N 49 MENZEL JEMIL",HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,HOTELS-RESTAURANTS,MED FOOD S.A,BIZERTE
382420,FERID AKROUT CEBELET MORNAG,DIVERS GAZ,DIVERS GAZ,DIVERS GAZ,FERID AKROUT,BEN AROUS
382431,ECOLE SUPERIEURE D'AGRICULTURE,ADMINISTRATION GAZ,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,ECOLE SUPERIEURE D'AGRICULTURE,ZAGHOUAN
382491,LYCEE SECONDAIRE SLIMANE BEN SLIMANE ZAGHOUAN AV DE L'INDEPENDANCE ZAGHOUAN,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE SLIMANE,ZAGHOUAN
382501,ECOLE PREPARATOIRE DE SIDI AOUIDETTE SIDI AOUIDETTE ROUTE DE SILIANA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE DE SIDI AOUIDETTE,ZAGHOUAN
382531,ALI BEN AMMAR BEN BOUKHIT SKHIRA,DEPOSITAIRES,DEPOSITAIRES,DEPOSITAIRES,ALI BEN AMMAR BEN BOUKHIT,SFAX
382570,W MAGIC SARL ZONE FRANCHE DE BIZERTE TUNISIE,INDUSTRIEL GAZ,INDUSTRIEL GAZ,INDUSTRIEL GAZ,W MAGIC SARL,BIZERTE
382600,CENTRE DE MECANIQUE DE RECYCLAGE DE VULGARISATION AGRICOLE BARROUTA KAIROUAN,ADMINISTRATION GAZ,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,CENTRE DE MECANIQUE DE RECYCLAGE DE VULGARISATION AGRICOLE,KAIROUAN
382620,CITE UNIVERSITAIRE SICCAVENIRIA LE KEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,CITE UNIVERSITAIRE SICCAVENIRIA,LE KEF
382651,LYCEE HABIB BOURGUIBA DAHMANI,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE HABIB BOURGUIBA DAHMANI,LE KEF
382681,INSTITUT SUPERIEUR DU SPORT ET DE L'EDUCATION PHYSIQUE LE KEF LE KEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,INSTITUT SUPERIEUR DU SPORT ET DE L'EDUCATION PHYSIQUE,LE KEF
382721,BASE AERIENNE KHARROUBA BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,BASE AERIENNE KHARROUBA,BIZERTE
382731,ECOLE PREPARATOIRE CHBIKA CHBIKA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE CHBIKA,TOZEUR
382741,LYCEE DE SBIKHA SBIKHA,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE DE SBIKHA,KAIROUAN
382821,ECOLE NORMALE SUPERIEURE D'EDUCATION PHYSIQUE KSAR SAID,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE NORMALE SUPERIEURE D'EDUCATION PHYSIQUE KSAR SAID,MANOUBA
382831,LYCEE SECONDAIRE EL KSOUR,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE EL KSOUR,LE KEF
382841,CENTRE REGIONAL DE L'EDUCATION ET DE LA FORMA TION CONTINUE KEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE REGIONAL DE L'EDUCATION ET DE LA FORMA TION CONTINUE KEF,LE KEF
382861,ECOLE SUPERIEURE D'AGRICULTURE MATEUR,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE SUPERIEURE D'AGRICULTURE MATEUR,BIZERTE
382891,LYCEE SECONDAIRE IBN ABI DHIAF TEBOURSOUK,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE IBN ABI DHIAF TEBOURSOUK,BEJA
382901,ECOLE SUPERIEUR DES INGENIEURS D'EQUIPEMENT RURAL M.ELBAB,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,ECOLE SUPERIEUR DES INGENIEURS D'EQUIPEMENT RURAL M.ELBAB,BEJA
382921,ECOLE HOTELIERE AIN DRAHEM,EDUCATION NATIONALE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,ECOLE HOTELIERE AIN DRAHEM,JENDOUBA
382961,ECOLE PREPARATOIRE DE BOU-SALEM BOUSALEM,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE DE BOU-SALEM BOUSALEM,JENDOUBA
383011,PRISON CIVILE LE KEF,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,PRISON CIVILE LE KEF,LE KEF
383041,CENTRE INTEGREE DE LA JENESSE ET DE L'ENFANCE SFAX,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE INTEGREE DE LA JENESSE ET DE L'ENFANCE SFAX,SFAX
383051,CENTRE REGIONAL DE L'EDUCATION ET DE LA FORMATION CONTINUE SFAX,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE REGIONAL DE L'EDUCATION ET DE LA FORMATION CONTINUE SFAX,SFAX
383101,CENTRE INTEGRE DE LA JEUNESSE ET DE L'ENFANCE SAKIET SIDI YOUSSEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE INTEGRE DE LA JEUNESSE ET DE L'ENFANCE SAKIET SIDI YOUSSEF,LE KEF
383121,CENTRE INTEGRE DE LA JEUNESSE ET DE L'ENFANCE LE KEF,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE INTEGRE DE LA JEUNESSE ET DE L'ENFANCE LE KEF,LE KEF
383151,LYCEE SECONDAIRE MAKNASSY,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE MAKNASSY,SIDI BOUZID
383191,LYCEE HBIRA HBIRA,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE HBIRA HBIRA,MAHDIA
383221,LYCEE PILOTE ROUTE DE GABES KM1 SFAX,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE PILOTE,SFAX
383231,ECOLE PREPARATOIRE SKHIRA,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,MIN.EDUC.,SFAX
383241,ECOLE SUPERIEURE DES SCIENCES ET TECHNIQUES D E LA SANTE SFAX,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,ECOLE SUPERIEURE DES SCIENCES ET TECHNIQUES D E LA SANTE SFAX,SFAX
383251,FOYER UNIVERSITAIRE RUE COMMANDANT BEJAOUI,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE RUE COMMANDANT BEJAOUI,SFAX
383261,FOYER UNIVERSITAIRE IMAM SAHNOUN SFAX,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.ENS.SUP.RECH.SC.,FOYER UNIVERSITAIRE IMAM SAHNOUN SFAX,SFAX
384290,ECOLE PREPARATOIRE EL MIDA EL MIDA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,ECOLE PREPARATOIRE EL MIDA,NABEUL
383291,LYCEE SECONDAIRE M.CHAKER,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE SECONDAIRE M.CHAKER,SFAX
383331,COLLEGE SECONDAIRE EL GUETTAR,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,COLLEGE SECONDAIRE EL GUETTAR,GAFSA
383371,LYCEE TECHNIQUE ABOULCACEM CHEBBI GABES,EDUCATION NATIONALE,ADMINISTRATION,MIN.EDUC.,LYCEE TECHNIQUE ABOULCACEM CHEBBI,GABES
383381,LYCEE MIXTE EL HAMMA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,LYCEE MIXTE EL HAMMA,GABES
383411,CENTRE DE FORMATION PROFFESSIONNELLE AGRICOLE EL ALIA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.AGRIC.ENV.RESS.HYD.,CENTRE DE FORMATION PROFFESSIONNELLE AGRICOLE EL ALIA,BIZERTE
383420,S O N E D E 23 RUE SIDI ZOUAOUI TUNIS,ADMINISTRATION GAZ,ADMINISTRATION,S O N E D E,S O N E D E,TUNIS
383441,CASERNE DE LA BRIGADE DE L'ORDRE PUBLIC AV MONCEF BEY TUNIS,ADMINISTRATION GAZ,ADMINISTRATION,MIN.INTER.DEV.LOC.,CASERNE DE LA BRIGADE DE L'ORDRE PUBLIC,TUNIS
383461,MINISTERE DE LA JUSTICE DIRECTION GLE DES PRISONS ET DE LA REEDUCATION TUNIS,ADMINISTRATION GAZ,ADMINISTRATION,MIN.JUSTICE DROITS HOMME,DIRECTION GLE DES PRISONS ET DE LA REEDUCATION,TUNIS
383471,COMITE REGIONALE DE SOLIDARITE SOCIALE BIZERTE,ADMINISTRATION GAZ,ADMINISTRATION,MIN.AFF.SOCIALES,COMITE REGIONALE DE SOLIDARITE SOCIALE BIZERTE,BIZERTE
383481,CENTRE INTEGRE DE LA JENNESSE ET DE L'ENFANCE BIZERTE,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN.EDUC.,CENTRE INTEGRE DE LA JENNESSE ET DE L'ENFANCE BIZERTE,BIZERTE
383491,CAISSE NATIONALE DE SECURITE SOCIALE BIZERTE,ADMINISTRATION GAZ,ADMINISTRATION,MIN.AFF.SOCIALES,CAISSE NATIONALE DE SECURITE SOCIALE BIZERTE,BIZERTE
383511,MIN. DE LA F.P ET DE L'EMPLOI A.T.F.P. C.S.F.C.M. MENZEL BOURGUIBA,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,A.T.F.P. C.S.F.C.M. MENZEL BOURGUIBA,BIZERTE
383521,CENTRE DE FORMATION ET D'APPRENTISSAGE MATEUR ROUTE DE TABARKA KM1 MATEUR,COLLEGE-LYCEE-ECOLE,ADMINISTRATION,MIN. DE LA F.P ET DE L'EMPLOI,CENTRE DE FORMATION ET D'APPRENTISSAGE MATEUR,BIZERTE
383531,CASERNE SIDI YAHIA MENZEL BOURGUIBA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE SIDI YAHIA MENZEL BOURGUIBA,BIZERTE
383541,SERICE ORDINAIRE REGIMENT D'HONNEUR LA MANOUBA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,SERICE ORDINAIRE REGIMENT D'HONNEUR LA MANOUBA,ARIANA
383551,CENTRE MILITAIRE CANIN ORDINAIRE DE TROUPE BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CENTRE MILITAIRE CANIN,BIZERTE
383571,DIRECTION DE L'USINE DE MUNITION ARIANA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,DIRECTION DE L'USINE DE MUNITION ARIANA,ARIANA
383581,51 REGIMENT DE FUSILLERS MARINS BASE NAVALE LA PECHERIE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,51 REGIMENT DE FUSILLERS MARINS BASE NAVALE LA PECHERIE,BIZERTE
383591,CERCLE MILITAIRE BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CERCLE MILITAIRE BIZERTE,BIZERTE
383601,ECOLE TECHNIQUE DE L' ARMEE DE TERRE ( E.T.A.T ) BIZERTE,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,ECOLE TECHNIQUE DE L' ARMEE DE TERRE ( E.T.A.T ) BIZERTE,BIZERTE
383621,CASERNE TABARKA 16EME RIMECA - AIN DRAHAM,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,CASERNE TABARKA 16EME RIMECA - AIN DRAHAM,JENDOUBA
383631,MINISTERE DE LA DEFENSE NATIONALE ACADEMIE NAVALE MENZEL BOURGUIBA ACADEMIE NAVALE MENZEL BOURGUIBA,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,ACADEMIE NAVALE MENZEL BOURGUIBA,BIZERTE
383641,93.EME REGIMENT DE SOUTIEN EL BATEN B.P 27 3140 OKBA KAIROUAN,ARMEE GAZ,ADMINISTRATION,MIN.DEF.NAT.,93.EME REGIMENT DE SOUTIEN EL BATEN,KAIROUAN
